date,ticker,prior_source_date,prior_price,current_price,raw_price_ratio,raw_log_return,matched_split_factor,relative_error,rule_status,verification_status,event_type,source_url,rationale,adjusted_log_return
2013-07-26,BEN,2013-07-25,143.95,48.66,0.33803403959708234,-1.0846086797028083,0.3333333333333333,0.014102118791247065,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.014003608965301523
2013-08-15,CTRA,2013-08-14,74.78,37.73,0.5045466702326825,-0.6840949355727486,0.5,0.00909334046536503,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.0090522449871967
2013-12-17,BWA,2013-12-16,109.39,55.39,0.5063534143888838,-0.6805204060866868,0.5,0.012706828777767631,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.012626774473258414
2014-03-10,CTSH,2014-03-07,107.22,52.9,0.4933781011005409,-0.706479459535138,0.5,0.013243797798918155,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,-0.01333227897519271
2014-06-09,AAPL,2014-06-06,645.57,93.7,0.14514305187663615,-1.930035458230186,0.14285714285714285,0.01600136313645309,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.015874690825127376
2014-07-10,ALK,2014-07-09,96.86,49.01,0.5059880239520957,-0.681242278053627,0.5,0.011976047904191489,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.01190490250631824
2014-10-10,APH,2014-10-09,98.68,45.7,0.4631130928252939,-0.7697839937609969,0.5,0.07377381434941221,ADJUSTED_VERIFIED_FACTOR,PRIMARY_SOURCE_VERIFIED,2-for-1 stock split,https://www.sec.gov/Archives/edgar/data/820313/000110465914059627/a14-18889_1ex99d1.htm,Additional shares were distributed on or about 2014-10-09; the next observed close is adjusted by 1/2.,-0.07663681320105159
2015-02-20,CNC,2015-02-19,120.67,59.85,0.49598077401176766,-0.7012181150815272,0.5,0.008038451976464689,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,-0.008070934521581908
2015-04-13,BLDR,2015-04-10,6.9,11.57,1.6768115942028985,0.5168941296023715,2.0,0.16159420289855075,RETAINED_VERIFIED_MARKET_MOVE,PRIMARY_SOURCE_VERIFIED,Acquisition announcement,https://www.sec.gov/Archives/edgar/data/1316835/000119312515126847/d910401d8k.htm,Same-day ProBuild acquisition announcement supports treating the jump as an economic price move rather than a split.,0.5168941296023715
2015-06-18,CF,2015-06-17,316.68,64.25,0.2028861942655046,-1.5951100765279038,0.2,0.014430971327522996,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.014327835906196516
2015-07-01,BAX,2015-06-30,69.93,38.86,0.5556985556985556,-0.5875292977664816,0.5,0.11139711139711128,EXCLUDED_VERIFIED_DISTRIBUTION_DATE,PRIMARY_SOURCE_VERIFIED,Baxalta spin-off,https://www.sec.gov/Archives/edgar/data/1620546/000119312515244456/d59817d8k.htm,Price-only BAX data omit the value of distributed BXLT shares; the full synchronous date is excluded.,-0.5875292977664816
2016-09-02,CHD,2016-09-01,99.75,49.97,0.5009523809523809,-0.6912442304138593,0.5,0.0019047619047618536,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.0019029501460860636
2016-10-06,AOS,2016-10-05,101.73,51.41,0.5053573183918214,-0.6824895387382438,0.5,0.010714636783642817,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.010657641821701503
2017-02-21,CMCSA,2017-02-17,75.32,37.89,0.5030536378120022,-0.6870584787584421,0.5,0.006107275624004371,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.006088701801503202
2017-04-11,CPRT,2017-04-10,60.11,30.12,0.5010813508567626,-0.6909868141193778,0.5,0.0021627017135252835,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.0021603664405675403
2017-05-15,ASH,2017-05-12,121.75,62.93,0.5168788501026694,-0.6599467644238569,0.5,0.03375770020533886,EXCLUDED_VERIFIED_DISTRIBUTION_DATE,PRIMARY_SOURCE_VERIFIED,Valvoline distribution,https://www.sec.gov/Archives/edgar/data/1674862/000167486217000033/form8k.htm,Price-only ASH data omit the value of distributed VVV shares; the first post-distribution trading date is excluded.,-0.6599467644238569
2017-05-17,BALL,2017-05-16,80.81,39.98,0.49474074990718964,-0.7037213911731024,0.5,0.010518500185620727,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,-0.010574210613157092
2018-03-19,AFL,2018-03-16,90.49,44.7,0.49397723505359714,-0.7052658457435186,0.5,0.012045529892805718,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,-0.012118665183573298
2018-03-29,BRO,2018-03-28,51.02,25.44,0.4986279890239122,-0.695894974241744,0.5,0.0027440219521756015,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,-0.002747793681798616
2018-06-21,ACGL,2018-06-20,81.05,26.36,0.3252313386798273,-1.1232185385473785,0.3333333333333333,0.024305983960518085,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,-0.02460624987926883
2018-12-28,CSR,2018-12-27,4.95,50.8,10.262626262626261,2.328508778003837,10.0,0.02626262626262612,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.025923685009791538
2019-02-07,CNC,2019-02-06,126.16,63.91,0.506578947368421,-0.6800750989925927,0.5,0.013157894736842035,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.0130720815673527
2019-06-03,DD,2019-05-31,30.52,76.1,2.4934469200524245,0.9136660584513838,2.5,0.002621231979030192,EXCLUDED_VERIFIED_DISTRIBUTION_DATE,PRIMARY_SOURCE_VERIFIED,Corteva distribution and 1-for-3 reverse split,https://www.sec.gov/Archives/edgar/data/1666700/000119312519163322/d715311d8k.htm,The price ratio combines a distributed asset and a reverse split; without CTVA value the wealth return is not identified.,0.9136660584513838
2020-03-09,APA,2020-03-06,20.7,9.55,0.46135265700483097,-0.7735925457786844,0.5,0.07729468599033806,RETAINED_VERIFIED_MARKET_MOVE,EMPIRICAL_REVIEW,Market stress move,,No split-like factor within tolerance and no imputation or cross-date bridge; retain as an observed stress return.,-0.7735925457786844
2020-08-31,AAPL,2020-08-28,499.23,129.04,0.25847805620655806,-1.3529444775864092,0.25,0.03391222482623224,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.03334988353348133
2020-12-15,AIV,2020-12-14,40.34,5.04,0.1249380267724343,-2.0799374504427885,0.125,0.0004957858205255627,EXCLUDED_VERIFIED_DISTRIBUTION_DATE,PRIMARY_SOURCE_VERIFIED,AIR separation,https://www.sec.gov/Archives/edgar/data/922864/000119312520317477/d772672d8k.htm,Price-only AIV data omit the value of distributed AIR shares; the full synchronous date is excluded.,-2.0799374504427885
2021-03-05,APH,2021-03-04,120.08,61.56,0.5126582278481013,-0.6681458783545279,0.5,0.025316455696202667,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.0250013022054174
2021-06-28,CSGP,2021-06-25,882.65,84.92,0.09621027587378916,-2.3412191092002366,0.1,0.037897241262108416,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,-0.03863401620619094
2021-06-29,CSX,2021-06-28,95.32,31.56,0.3310952580780529,-1.105349156252868,0.3333333333333333,0.006714225765841242,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,-0.006736867584758053
2021-11-02,CAR,2021-11-01,171.46,357.17,2.083109763210078,0.7338618556625153,2.0,0.04155488160503906,RETAINED_VERIFIED_MARKET_MOVE,PRIMARY_SOURCE_VERIFIED,Earnings announcement,https://www.sec.gov/Archives/edgar/data/723612/000072361221000062/exhibit991fornovember12021.htm,Issuer reported record quarterly net income and adjusted EBITDA; do not misclassify the approximately twofold move as a split.,0.7338618556625153
2022-06-06,AMZN,2022-06-03,2447.0,124.79,0.050997139354311403,-2.9759857389229087,0.05,0.019942787086228014,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.019746534631082353
2022-11-04,CPRT,2022-11-03,113.39,57.38,0.5060410970985096,-0.6811373934305296,0.5,0.01208219419701928,ADJUSTED_MECHANICAL_SPLIT_CANDIDATE,MECHANICAL_RULE_ONLY,,,,0.01200978712941575
2010-11-16,AOS,2010-11-15,57.53,37.65,0.6544411611333217,-0.4239735966292995,0.6666666666666666,0.01833825830001734,ADJUSTED_VERIFIED_FACTOR,PRIMARY_SOURCE_VERIFIED,3-for-2 stock split,https://www.sec.gov/Archives/edgar/data/91142/000119312510230937/d8k.htm,Distribution occurred on or about 2010-11-15; the next observed close is adjusted by 2/3.,-0.01850848852113507
2010-12-22,AME,2010-12-21,59.85,39.3,0.656641604010025,-0.42061691312876665,0.6666666666666666,0.015037593984962405,ADJUSTED_VERIFIED_FACTOR,PRIMARY_SOURCE_VERIFIED,3-for-2 stock split,https://www.sec.gov/Archives/edgar/data/1037868/000129993311000282/exhibit1.htm,Split was paid on 2010-12-21; the next observed close is adjusted by 2/3.,-0.01515180502060222
2016-04-22,AMD,2016-04-21,2.62,3.99,1.5229007633587786,0.42061691312876653,,,RETAINED_VERIFIED_MARKET_MOVE,PRIMARY_SOURCE_VERIFIED,Earnings and licensing news,https://www.sec.gov/Archives/edgar/data/2488/000000248816000118/q116991.htm,Contemporaneous issuer release reported quarterly results and a material IP licensing transaction; retain the observed market move.,0.42061691312876653
2020-03-16,ARC,2020-03-13,0.92,0.61,0.6630434782608695,-0.4109147128757291,,,RETAINED_VERIFIED_MARKET_MOVE,EMPIRICAL_REVIEW,Market stress move,,Broad March 2020 stress date; no split-like factor within tolerance; retain the observed return.,-0.4109147128757291
2020-03-17,CAL,2020-03-16,4.96,3.28,0.6612903225806451,-0.4135623183407838,,,RETAINED_VERIFIED_MARKET_MOVE,EMPIRICAL_REVIEW,Market stress move,,Broad March 2020 stress date; no split-like factor within tolerance; retain the observed return.,-0.4135623183407838
2020-03-18,CAR,2020-03-17,12.15,7.78,0.6403292181069958,-0.4457728315962573,,,RETAINED_VERIFIED_MARKET_MOVE,EMPIRICAL_REVIEW,Market stress move,,Broad March 2020 stress date; no split-like factor within tolerance; retain the observed return.,-0.4457728315962573
2020-04-01,CCL,2020-03-31,13.17,8.8,0.6681852695520122,-0.40318979427102886,,,RETAINED_VERIFIED_MARKET_MOVE,EMPIRICAL_REVIEW,Market stress move,,Broad pandemic stress period; no split-like factor within tolerance; retain the observed return.,-0.40318979427102886
2023-05-31,AAP,2023-05-30,112.2,72.89,0.6496434937611408,-0.43133153769447435,,,RETAINED_VERIFIED_MARKET_MOVE,PRIMARY_SOURCE_VERIFIED,Earnings guidance and dividend reduction,https://www.sec.gov/Archives/edgar/data/1158449/000115844923000136/aap_exhibit991xq1x20231.htm,Issuer reduced full-year guidance and quarterly dividend; retain the observed market move.,-0.43133153769447435
