rho,channel,draw,rank,weight_error,first_order,bound,frontier_change,bound_covers
0.2,response,32,4,0.008438943817199342,0.008690378716471712,0.09980977847721978,-0.002598300988258176,True
0.2,response,33,5,0.02281076546707395,0.02417824278689459,0.11220405269340185,-0.009030464181711164,True
0.2,response,34,4,0.03175266164489713,0.034562824418796316,0.11543552822813223,-0.008945309682364146,True
0.2,response,35,2,0.011106778537073156,0.01189035334111303,0.10171721073699715,-0.0015252533855154293,True
0.2,response,36,4,0.006613439638605457,0.0068844569956996796,0.07738514910928315,-0.0013498770215803692,True
0.2,response,37,6,0.004989222672646454,0.005216899594407097,0.09642317130805843,-0.000660731135946824,True
0.2,response,38,1,0.007494194317380559,0.008065508270917345,0.0960132572689373,-0.0006562154941626109,True
0.2,response,39,4,0.010105592279618596,0.010508688847433298,0.0963147936565694,-0.0026666921187496733,True
0.2,response,40,5,0.015023338523894978,0.015718051202036266,0.07536792141319629,-0.005247643490996726,True
0.2,response,41,1,0.023466721141967326,0.025206870059526043,0.09532563208401669,-0.006506673753531428,True
0.2,response,42,5,0.01832326632420325,0.019150724133375346,0.07786015154470274,-0.007617952913574521,True
0.2,response,43,3,0.034901737314534345,0.037130985299780185,0.0855301141010405,-0.01872553643092569,True
0.2,response,44,5,0.024928846830236353,0.026353827903188094,0.10695921078187498,-0.011291898841052158,True
0.2,response,45,6,0.00969958429711736,0.010066561336015826,0.10174345428832389,-0.003925452857035054,True
0.2,response,46,4,0.02720236171908455,0.028934264257088126,0.09061526588901352,-0.012083192897098805,True
0.2,response,47,4,0.015580141683547169,0.016620603303840596,0.08685630135416762,-0.003954819503337642,True
0.2,response,48,6,0.03231019629945668,0.03464876767674145,0.10580823651470098,-0.01484219451447247,True
0.2,response,49,4,0.0176171336941196,0.018660314441741713,0.09068415404217633,-0.005866238399363395,True
0.2,response,50,4,0.026007238984218355,0.027839122048839104,0.10601228911314925,-0.007701683855904619,True
0.2,response,51,6,0.01184959065493289,0.012242741807300091,0.09732585193348549,-0.004560002130708567,True
0.2,response,52,4,0.007479333451763155,0.0077044089969007315,0.0811301468480534,-0.0022111842305262935,True
0.2,response,53,2,0.01538415828910715,0.016724630775548095,0.11612553503779594,-0.0020324464147378467,True
0.2,response,54,3,0.029352002282833165,0.031555795680636024,0.10331747050918014,-0.00999767144130731,True
0.2,response,55,6,0.014010685041332526,0.014749168032461025,0.09125289990042809,-0.003998523369197377,True
0.2,response,56,2,0.011850112523317694,0.012435139716682893,0.07556265061620941,-0.002857138374193476,True
0.2,response,57,5,0.021055378609208485,0.02259182069382948,0.10059274031338598,-0.004386850163892018,True
0.2,response,58,4,0.016950810185917136,0.01797942097769783,0.0886965557459498,-0.0046024710091261585,True
0.2,response,59,5,0.011917080081493985,0.012628145317894727,0.1060225010767047,-0.0026755422003244497,True
0.2,response,60,3,0.01314660859933104,0.01389011113603637,0.09158430270814312,-0.00346611279761995,True
0.2,response,61,3,0.011890768381766115,0.01238375418202845,0.06864186663913008,-0.0032098910388354803,True
0.2,response,62,4,0.01995432012598443,0.0218216284148727,0.12457150173675904,-0.002865962369064583,True
0.2,response,63,4,0.007308941661978624,0.007649394422734807,0.09763773592051517,-0.0019069955704534888,True
0.2,response,64,4,0.017531942475919233,0.01870238042582269,0.100288045846004,-0.006249246266346603,True
0.2,response,65,6,0.015792326092051286,0.01665472116788862,0.09152112442503024,-0.003987610876819862,True
0.2,response,66,4,0.015564142868835796,0.016732359752863243,0.1066031181212957,-0.0026989610045325694,True
0.2,response,67,6,0.020372391250885344,0.021484620367890943,0.09053791108590269,-0.009220693202616308,True
0.2,response,68,3,0.011899367623380695,0.012630125459284082,0.08901852244798443,-0.00258041245781621,True
0.2,response,69,4,0.019698595854168166,0.021396242730176408,0.13236027263694586,-0.005418760252805388,True
0.2,response,70,3,0.006441249034820203,0.006782592090704073,0.08871456076255622,-0.0012162820434908686,True
0.2,response,71,3,0.013614889427933295,0.014539093311719615,0.0845921402383538,-0.003128201113985145,True
0.2,response,72,5,0.02203779490743004,0.023667008903081425,0.09955178428286175,-0.005804203424134003,True
0.2,response,73,6,0.011451343843473849,0.011862722770941369,0.11950946589276547,-0.004502875751534927,True
0.2,response,74,1,0.0032166904230509683,0.003420952618235825,0.08131864900743419,-0.00016210782679965374,True
0.2,response,75,4,0.021777121734192332,0.022873058701854698,0.07456183171603048,-0.011180363100136748,True
0.2,response,76,2,0.017603432306096543,0.018893339317180406,0.09620335164371534,-0.003582035338478098,True
0.2,response,77,5,0.01812833441079618,0.019046149397289033,0.09844896030297846,-0.005742040727414103,True
0.2,response,78,6,0.03436370970704861,0.03705620028038192,0.11985549424044957,-0.011013848140872215,True
0.2,response,79,3,0.01585579466830642,0.0165436623418685,0.062470731425922646,-0.005359889447777797,True
0.2,response,80,5,0.029716647941881443,0.031962283597347076,0.11503715543383401,-0.009997081706751334,True
0.2,response,81,2,0.005252832383005537,0.005545885882889251,0.10388271103101457,-0.0004272018622431096,True
0.2,response,82,1,0.009523087235261435,0.010222858120059285,0.09622408398239876,-0.0010526931227654028,True
0.2,response,83,6,0.008290713798298596,0.008639699226635154,0.09040692370646515,-0.0018778550570461732,True
0.2,response,84,6,0.013274291872576031,0.01404662586995223,0.07567946449024769,-0.003964533000688382,True
0.2,response,85,6,0.0069225728512346445,0.0072061265520483595,0.10781481655881613,-0.001453898080476769,True
0.2,response,86,2,0.021557994089079734,0.02269958120599995,0.09017657765514958,-0.008535738948330953,True
0.2,response,87,2,0.011298688373802084,0.011807104199187518,0.07839254416367622,-0.0024939848312729223,True
0.2,response,88,2,0.0065249168274345215,0.006887908867384554,0.06836350328929902,-0.0009145555481143131,True
0.2,response,89,4,0.03348211302840111,0.035692223303734526,0.11626855166977453,-0.01604509257065338,True
0.2,response,90,1,0.0011807156489996064,0.0012407289875590384,0.06164268721538541,-3.6202323912622984e-05,True
0.2,response,91,5,0.02264441948537238,0.02426935675359097,0.09769620910513843,-0.006737023786821993,True
0.2,response,92,6,0.007549958068028285,0.007963502366043247,0.0873485904437655,-0.0010370833550946978,True
0.2,response,93,3,0.00776521039052377,0.008156959338830922,0.07696681362893999,-0.001377821089202764,True
0.2,response,94,3,0.006312739751758801,0.006562154263153115,0.07201034700251026,-0.0010880912918869354,True
0.2,response,95,1,0.011275555592934111,0.012168195274297681,0.10323533822213496,-0.0013054620827742316,True
0.2,response,96,2,0.03205055925081057,0.034256881926512286,0.09137202425153534,-0.013624873065017789,True
0.2,response,97,1,0.015334968622840502,0.01640738011111249,0.09529768223049555,-0.002769123812948854,True
0.2,response,98,3,0.014570529957137021,0.01536777061211265,0.08916100064446893,-0.004159967998688596,True
0.2,response,99,2,0.018917429598168917,0.020047136121992794,0.10026700947554983,-0.004761864912235135,True
0.2,response,100,4,0.005188924317819164,0.005379238401647119,0.0780095958919367,-0.0010804785559553982,True
0.2,response,101,2,0.00858173763955999,0.00897021287350402,0.08690396812549284,-0.0018186608313965154,True
0.2,response,102,1,0.0160113677204551,0.016957298324267466,0.07683905788130194,-0.004442661358975239,True
0.2,response,103,2,0.013313072054596855,0.01403175886188679,0.07023045092111947,-0.004233631336284767,True
0.2,response,104,5,0.01866967878129466,0.02002964489990277,0.09759392603248966,-0.004066564247902286,True
0.2,response,105,2,0.015989190974999276,0.017219425137075358,0.10171505348146846,-0.002739991834326892,True
0.2,response,106,6,0.012459416949797972,0.01303563462048152,0.0733531586878018,-0.004439499181024955,True
0.2,response,107,6,0.010042863945758474,0.01034698853468757,0.07016856550929393,-0.004217974115113324,True
0.2,response,108,4,0.01835850541838075,0.019407766907056753,0.10985110416753237,-0.004590693155461774,True
0.2,response,109,4,0.014027048531689441,0.01461998983412343,0.08917278220580478,-0.004964976803659621,True
0.2,response,110,6,0.0173190681860714,0.017934509840330844,0.08440008287146959,-0.008961797567769814,True
0.2,response,111,3,0.022848302006506494,0.024355369716040083,0.09319171261763871,-0.005192400573449118,True
0.2,response,112,4,0.01617473126242374,0.017090570773028196,0.09743096900265155,-0.004307182316247151,True
0.2,response,113,4,0.016151498742625784,0.01714621356996461,0.10168439458849546,-0.004211756403482289,True
0.2,response,114,3,0.03989358996755968,0.04314090518152732,0.10842203775442856,-0.01769389513240009,True
0.2,response,115,5,0.01696971544220839,0.0177642028604405,0.08919526589995383,-0.005682822560422975,True
0.2,response,116,5,0.022357035657139607,0.023724927849156995,0.11558798562612814,-0.009157846461560249,True
0.2,response,117,2,0.02562468626703849,0.027333042726634525,0.10257037307125025,-0.008803913577859077,True
0.2,response,118,6,0.009821269485514561,0.010430956283858796,0.09752629978082568,-0.002299807865702481,True
0.2,response,119,2,0.015413537812660194,0.016500327829346146,0.09309792270627078,-0.003209337491559372,True
0.2,screening,0,4,0.03825135675055726,0.038749059808855964,0.11499578605169183,-0.006894169918401997,True
0.2,screening,1,2,0.03173871854807123,0.030438150201570185,0.2000791329084833,-0.00021093871653752,True
0.2,screening,2,6,0.026448168225899786,0.026265682236405605,0.14671528241219986,0.006587472058252232,True
0.2,screening,3,5,0.03001410669770189,0.02987793569035875,0.0990350606184045,-0.00884198000627952,True
0.2,screening,4,2,0.03710388886750761,0.03732401101365457,0.1033447182599201,-0.0002484527192584735,True
0.2,screening,5,2,0.03216123199865319,0.030793732518953135,0.11983641320786803,0.016619280391924257,True
0.2,screening,6,6,0.03375467082394981,0.03309439601742415,0.14711263764319957,0.0071474800762058996,True
0.2,screening,7,4,0.024990025771580042,0.02464856080292207,0.0824110821960273,0.004301904872648372,True
0.2,screening,8,5,0.06025341214328866,0.061989839771082904,0.1975793757095759,-0.0061827582498295034,True
0.2,screening,9,2,0.03532932849911326,0.03550697318507182,0.1562981221067724,0.0038081045430876704,True
0.2,screening,10,1,0.030585702812130328,0.0306085614648371,0.14392206941469474,-0.0032897851594157297,True
0.2,screening,11,5,0.026425595571050276,0.026747169163357204,0.11569893082366686,-0.0030707396072292077,True
0.2,screening,12,3,0.037759843292985026,0.03854422354833363,0.12538129312937832,0.003782944848862665,True
0.2,screening,13,5,0.03498368875493387,0.03432680257552283,0.13836554721554492,0.006861100626026393,True
0.2,screening,14,2,0.03774521494831326,0.03816217727333834,0.15950749810421042,-0.004483843066195924,True
0.2,screening,15,5,0.05742866921183382,0.058385268929127376,0.13440501330349153,-0.012359362225369468,True
0.2,screening,16,6,0.03953693497200171,0.036622743587178146,0.1513138175116655,0.00012863100797172992,True
0.2,screening,17,6,0.04053726365085097,0.0399678577217079,0.15979141026575508,0.0006771751743576541,True
0.2,screening,18,5,0.037982403939679193,0.03855721962868923,0.13141752022331515,-0.01607411249516459,True
0.2,screening,19,6,0.037823898554312736,0.03738688980758424,0.13467291369184414,0.002348581876393492,True
0.2,screening,20,3,0.033864836630891036,0.034101463444769886,0.08642412990145225,0.0012312945515146605,True
0.2,screening,21,2,0.03203510111437608,0.03219017603239768,0.17170313092520373,-0.004199838853917038,True
0.2,screening,22,5,0.028807401812427063,0.02848994710729901,0.12216390392820745,0.0038427479438463436,True
0.2,screening,23,2,0.033799866066589794,0.03374829399696173,0.12403351411358411,0.008366592258163491,True
0.2,screening,24,2,0.03189813591144875,0.03149090057604222,0.16288622679138295,-0.005507727496836294,True
0.2,screening,25,2,0.07334627396213553,0.072799530973101,0.16049156661175534,0.005377197815186706,True
0.2,screening,26,1,0.031080094796557815,0.031510591813579285,0.11525095449169415,-0.006525946247637703,True
0.2,screening,27,4,0.018247165450794234,0.01843109403556382,0.17944303976584786,0.0026601521048624814,True
0.2,screening,28,5,0.03188455880492353,0.03221882431190749,0.11202118795629668,-0.0021101895967319396,True
0.2,screening,29,5,0.027089618206299626,0.028110898613991527,0.1411713649366299,-0.009128936988228217,True
0.2,screening,30,1,0.039692544079395,0.04050776429142661,0.1466944183373724,-0.006000958134781534,True
0.2,screening,31,6,0.040873972615065514,0.04255305121938881,0.14889076537998241,-0.005775702957786242,True
0.2,screening,32,6,0.045294946689854544,0.04535838975254443,0.08907955117617304,-0.008112467555687373,True
0.2,screening,33,6,0.02766372444226825,0.028931786530057846,0.13665162472527698,-0.012858300977732497,True
0.2,screening,34,6,0.041584591799520926,0.0410412769980538,0.12064307793954392,0.0024410829143401507,True
0.2,screening,35,6,0.029627749912225596,0.03074089824094654,0.08351048240713789,-0.009777790851744331,True
0.2,screening,36,6,0.038878266237604805,0.03971016992887688,0.1735976215198582,-0.0012408684964298619,True
0.2,screening,37,5,0.022198484446170307,0.022059534253514517,0.11576829321903126,0.0027323843384184235,True
0.2,screening,38,6,0.047308877207074836,0.046423972021472415,0.14033283331260665,0.017073438897619166,True
0.2,screening,39,4,0.025939738608760334,0.026057384988031132,0.10587440712070872,-0.0005608837232017056,True
0.2,screening,40,3,0.0473313577680514,0.04580264063329542,0.12592538962450336,0.008808387098908077,True
0.2,screening,41,1,0.02276573487583903,0.022608062300352293,0.16889667453714033,0.004291888184887871,True
0.2,screening,42,4,0.03709626920198647,0.03755107549176795,0.1271770114118848,-0.0040601438250395736,True
0.2,screening,43,6,0.03626041517119816,0.03657535822581953,0.1084601803909081,-0.0005302719571145809,True
0.2,screening,44,4,0.033241488458142406,0.032927906950875226,0.17730799588988674,-3.0430836207289564e-05,True
0.2,screening,45,6,0.030692434659595234,0.030051781413853434,0.10884894488111345,0.004379026935069672,True
0.2,screening,46,5,0.03367799775803721,0.03343695042968264,0.10932550442883464,0.005363709782262775,True
0.2,screening,47,2,0.03118982429878516,0.03089979895363476,0.15362948154423445,0.005884038402957405,True
0.2,screening,48,3,0.06388389748440905,0.06336857391563855,0.14426527332861785,-0.0017373843764646698,True
0.2,screening,49,5,0.03168245345559861,0.03288855731367966,0.14530824855323643,-0.006518449062092982,True
0.2,screening,50,4,0.028769120526365145,0.029460789092871423,0.08917308097297845,-0.008587568779624466,True
0.2,screening,51,3,0.057745437310418354,0.056025166923539586,0.15436052758078403,0.010410021185116268,True
0.2,screening,52,4,0.05284892118933831,0.05325431872870323,0.1364936494893634,-0.0015657028979653642,True
0.2,screening,53,4,0.03485805295341419,0.0346821258974452,0.136431311319701,0.000235339834510844,True
0.2,screening,54,4,0.02482203919058579,0.024854611232336402,0.12226999830785007,-0.004207291204863396,True
0.2,screening,55,2,0.05444881908757407,0.05437781714844646,0.18682106816852892,0.0005014190618248553,True
0.2,screening,56,1,0.04294890344973074,0.041898257687847724,0.14292937544019366,0.0038509558879442287,True
0.2,screening,57,1,0.026939737198374843,0.026181779507133143,0.13854514900291554,0.009990367732459903,True
0.2,screening,58,1,0.04147893841976895,0.039339141380889626,0.17155408040269593,0.008210123291643192,True
0.2,screening,59,4,0.03015595308663685,0.029752349947865516,0.1368642131796516,0.005468841958502955,True
0.2,screening,60,4,0.02780419724011538,0.02821133573555564,0.10845887125095184,-0.0006934366026728271,True
0.2,screening,61,1,0.04466132094900883,0.04491664409440027,0.14795351823525962,-0.0038240625358444405,True
0.2,screening,62,4,0.02721498395844483,0.026520118582543644,0.09092523620626232,0.0009530439744338985,True
0.2,screening,63,2,0.04799295007184176,0.047014298908611626,0.14295527265411176,0.006216787411705149,True
0.2,screening,64,4,0.04071071669369939,0.04096094959417729,0.16691323243146666,-0.00963951010104042,True
0.2,screening,65,5,0.031163275327691142,0.03303009194077664,0.1650936625646926,-0.009259833034773816,True
0.2,screening,66,1,0.03374312030209037,0.03396118201777655,0.11245730995222089,0.0026431301020336216,True
0.2,screening,67,2,0.025514108153899807,0.025132437635304487,0.10914067248463709,0.000838845189587532,True
0.2,screening,68,3,0.034068484753886415,0.03421452790175552,0.1505178627993527,-0.0006580557402236978,True
0.2,screening,69,4,0.030481779126257786,0.030054354649333835,0.15690049691966734,-0.004379783300441973,True
0.2,screening,70,2,0.033234906683471725,0.03297869434339666,0.1431454470846589,0.0018119040629031228,True
0.2,screening,71,6,0.054402594042038066,0.05233896697371677,0.1768767605720158,0.002120331480038075,True
0.2,screening,72,1,0.03587804408567787,0.03460372747429572,0.1192915734063686,0.017630203537265795,True
0.2,screening,73,6,0.030992822293525523,0.030300487846907666,0.1692437336100797,0.005105586632172512,True
0.2,screening,74,2,0.03563085151906588,0.03369586771949331,0.17204324240029564,0.01711730534321449,True
0.2,screening,75,5,0.027894123655660717,0.028223232022671425,0.1093696576847927,-0.0022675700794823313,True
0.2,screening,76,1,0.036020688657519326,0.036969937122170816,0.1643787693685067,-0.007425363640860793,True
0.2,screening,77,2,0.050172402728764595,0.05247463964083661,0.13496158564709843,-0.022663231291084013,True
0.2,screening,78,2,0.04366749086963879,0.04278656397763356,0.1452959554758945,0.015712867906858743,True
0.2,screening,79,5,0.03410512668211067,0.032900706939918895,0.10003334605781365,0.013034995035740356,True
0.2,screening,80,4,0.04380440929448434,0.04294619689223834,0.11679680453765243,0.014682448620503306,True
0.2,screening,81,1,0.02839449232303211,0.028089922350857433,0.12421949624927614,0.00247874397486543,True
0.2,screening,82,6,0.03946616211746195,0.03965779386172136,0.11887338383855904,0.007946509551233164,True
0.2,screening,83,1,0.03622981966210504,0.03638204081501727,0.11042109941186236,-0.0062143034079342714,True
0.2,screening,84,2,0.0467142467602059,0.04572809874601755,0.1262141872284252,0.011949727322021826,True
0.2,screening,85,5,0.057580697856405474,0.054260014312460816,0.12755954421762533,0.024987096850170837,True
0.2,screening,86,3,0.0454902494096673,0.04536349352373445,0.13843430294974304,0.0015588986303302689,True
0.2,screening,87,2,0.03845099953446238,0.03817697527546926,0.0946068058965334,0.004015055046727356,True
0.2,screening,88,5,0.03983874243841265,0.039147645394149874,0.16585272827733136,0.01545474210652757,True
0.2,screening,89,1,0.0632571943922028,0.06169372689429005,0.20847791050524,0.013545262039420783,True
0.2,screening,90,5,0.040540882674441545,0.03950074400485695,0.1288804527679771,0.019717295862769938,True
0.2,screening,91,5,0.03644036717337376,0.036503355942054824,0.166307567057322,-0.0015149263277867415,True
0.2,screening,92,2,0.04747412637401716,0.047972722627715375,0.15427311341063427,-0.003378030195777003,True
0.2,screening,93,2,0.0330899159033864,0.03335487754972,0.14344508037649503,0.005747647133391079,True
0.2,screening,94,4,0.03662191139045575,0.03605795014283274,0.13028840285135493,0.007252704564386255,True
0.2,screening,95,5,0.03894016502586134,0.0398270640052626,0.14092692165251308,-0.006129992463813469,True
0.2,screening,96,2,0.03267105344816322,0.03266242148008372,0.1552898804614366,0.007188805800933444,True
0.2,screening,97,3,0.06054028180974273,0.05921904277329363,0.15290554973606596,0.019523303271010917,True
0.2,screening,98,1,0.03483537646025949,0.03542081576990027,0.1673342839042908,-0.01045203512894574,True
0.2,screening,99,1,0.03390267837405989,0.03384714218293009,0.11634183859863433,-0.0002284074943906505,True
0.2,screening,100,6,0.02432684919736781,0.02432374097644985,0.12489738533329921,-0.0030656986800488106,True
0.2,screening,101,2,0.03181964319939007,0.03157582455715811,0.1380462689460509,0.006263693717142806,True
0.2,screening,102,6,0.04912377224626697,0.04895022573370717,0.1806179275410591,0.003819545870347095,True
0.2,screening,103,4,0.030451395303442146,0.03030354565621209,0.1684964059249393,-0.003746708509560978,True
0.2,screening,104,2,0.04136933267098265,0.039805950657108846,0.12722269650604942,0.02085749455688181,True
0.2,screening,105,5,0.060575109155114645,0.06060289509065974,0.14280522336076357,-0.004180487571133095,True
0.2,screening,106,2,0.026734696891399366,0.027362942025817683,0.12041287152152481,-0.00488215828248682,True
0.2,screening,107,2,0.04465646876197782,0.04581720438264902,0.14342516111774817,-0.008210320990213571,True
0.2,screening,108,5,0.0368501226648844,0.03686615046391542,0.14214637983086836,0.002958389996144842,True
0.2,screening,109,6,0.04161265233610933,0.041387831130235954,0.17406550294072615,-0.0011960428812818225,True
0.2,screening,110,3,0.03874226136747146,0.03816164326964763,0.14558862531027356,0.010618847810133794,True
0.2,screening,111,4,0.03235033214597547,0.03254375388555471,0.11113406824463937,-0.005196499799901386,True
0.2,screening,112,1,0.038673158486379644,0.03824795438751046,0.13305957208183972,0.0020703092671754543,True
0.2,screening,113,3,0.048270977381999126,0.04793651042721843,0.12876630147940668,-0.007439512347463065,True
0.2,screening,114,4,0.04644657994859806,0.04637393533491519,0.15788905961059252,-0.009759747213120363,True
0.2,screening,115,4,0.05813394324258484,0.05538823065661978,0.1288265768594228,0.016283642696015656,True
0.2,screening,116,1,0.027672426912414783,0.027799434587126422,0.1507053887761374,-0.009773149234998984,True
0.2,screening,117,5,0.07734628902215403,0.07403398290041366,0.17828501583715886,0.00394932254015392,True
0.2,screening,118,5,0.03662727125271753,0.03709164896258659,0.10954941131255269,-0.0005365226622818135,True
0.2,screening,119,2,0.03693628298248131,0.036711510098445074,0.14292928809770064,0.0035775861668527896,True
0.2,joint,0,2,0.01565239638937501,0.01598445170403213,0.05874891131952794,-0.004284887213260877,True
0.2,joint,1,1,0.016889810423557434,0.016942200013180007,0.06631459562755826,-0.00015808779875694972,True
0.2,joint,2,1,0.009818859609796957,0.009702757968243225,0.06427054704771976,0.004421296852257842,True
0.2,joint,3,4,0.013027390038872105,0.01324451897154697,0.057146493069269944,-0.0030126401671442234,True
0.2,joint,4,4,0.014186981470096815,0.014043489423757492,0.07712318724347551,-0.0031391682883785956,True
0.2,joint,5,5,0.020003942475715047,0.020672238746132266,0.07597396399666476,-0.006159209117593901,True
0.2,joint,6,2,0.02104334024740289,0.02215294217749035,0.08155774237711504,-0.0028966369892303185,True
0.2,joint,7,2,0.016601150002328754,0.017046997943262827,0.057088254540297284,-0.005372807227317434,True
0.2,joint,8,4,0.015891640928651942,0.016332578634836618,0.06756646101398224,-0.005797880157821123,True
0.2,joint,9,3,0.020732678455392384,0.02122436290837903,0.07422965936778872,0.0009622400194455417,True
0.2,joint,10,6,0.021090566450072144,0.0219371307624199,0.075255755209186,-0.005908737986845886,True
0.2,joint,11,2,0.017370122898949975,0.01781811283063833,0.059227849006701555,-0.004971493595456869,True
0.2,joint,12,1,0.01360614125502729,0.014123935510508329,0.07368907215829432,-0.00274893660542134,True
0.2,joint,13,2,0.01996715663782315,0.020544769869682726,0.0927283019300358,-0.0030044139779984826,True
0.2,joint,14,4,0.01587251990494483,0.01632831211730049,0.07572473302176598,-0.00416307420860783,True
0.2,joint,15,4,0.016797425764594493,0.01723221002238576,0.07075428444394882,0.002682554632352688,True
0.2,joint,16,5,0.019688187051939594,0.020505841748442666,0.06438609953430056,-0.0073772100086571596,True
0.2,joint,17,3,0.02211238066754667,0.022512138505806616,0.06596496125195235,-0.006365597477775619,True
0.2,joint,18,4,0.011045020598386253,0.011165002354880034,0.06503833271626859,0.0014006170651717437,True
0.2,joint,19,2,0.0286857196833158,0.0290154194230598,0.07741519103282567,-0.0008561616841428866,True
0.2,joint,20,3,0.021102064434100395,0.021348756102577773,0.06748353535583362,-0.0012831420876540992,True
0.2,joint,21,1,0.014995250425371557,0.015227704802329486,0.053976433474045654,0.0006024732256375084,True
0.2,joint,22,5,0.013108638182284475,0.013287050964067888,0.07948078115245935,-0.0015815279257868488,True
0.2,joint,23,2,0.00904027057815628,0.009072777800584594,0.05813853956896966,0.00034172315677033044,True
0.2,joint,24,6,0.01897204624850225,0.01982287204522673,0.07191294991075886,-0.0069119489734755955,True
0.2,joint,25,2,0.018288326655253612,0.01892794546384227,0.06384046698665345,-0.007439752304734129,True
0.2,joint,26,6,0.023482277614927643,0.024144235347974306,0.07154087990889282,-0.00486143063878746,True
0.2,joint,27,4,0.01629246009815111,0.016373389678836673,0.0817508053147241,-0.00065306156083999,True
0.2,joint,28,3,0.012829408642667,0.012948643515451962,0.07360636209592747,-0.002756602725788987,True
0.2,joint,29,5,0.0157786737077867,0.016027238800353925,0.059039579318602375,-0.0037736943430478147,True
0.2,joint,30,2,0.017786463647477473,0.01744058181389976,0.07092306388071119,0.007255646816304344,True
0.2,joint,31,4,0.017470573888455868,0.017841131882877382,0.06526877959536515,-0.0061461354567373385,True
0.2,joint,32,2,0.017551865508241102,0.017667008905305946,0.06306494961392894,-0.0011918555763287758,True
0.2,joint,33,5,0.017690340167936403,0.01820334504729306,0.07055019376809402,-0.0033421645214606025,True
0.2,joint,34,3,0.012281233194278289,0.012578040573996386,0.04965512479425227,-3.437954983435332e-05,True
0.2,joint,35,1,0.00785755547542792,0.007913348819566611,0.06823761992726232,0.0011218706297841782,True
0.2,joint,36,5,0.013661805752538673,0.014015566807271305,0.06318816816239797,-0.006861370338640274,True
0.2,joint,37,6,0.015452117595912435,0.015858248128133134,0.0734221166875217,-0.00636468351091294,True
0.2,joint,38,1,0.018916202848402553,0.018810018861624703,0.06478014424292641,0.003183065820569974,True
0.2,joint,39,6,0.019406123618692244,0.019947258131278723,0.0851078696118809,-0.0026680892086320225,True
